Description,Location,Category,Sub-Category,Land Size(M2),Building Size(M2),Car Space,Bedrooms,Bathrooms,Longitude,Latitude,Condominum Name,Price(Php),Link,NAME_2
Don Enrique Heights 2 Bedroom House and Lot For Sale in Quezon City,"Holy Spirit, Quezon City",House,"House,single-family-house",226.3,650,None,6,5,121.076504,14.687194,None,18800000,https://www.lamudi.com.ph/don-enrique-heights-2-bedroom-house-and-lot-for-sale-in-quezon-city.html,Quezon City
Beautiful 6-Bedroom House with Pool For Sale at Hillsborough Alabang Village,"Cupang, Muntinlupa",House,"House,single-family-house",1250,980,8,6,6,121.040194,14.434669,None,260000000,https://www.lamudi.com.ph/beautiful-6-bedroom-house-with-pool-for-sale-at-hillsborough-alabang-village.html,Muntinlupa
For Sale Newly Built Tropical Inspired Corner House and Lot in Horseshoe Village,"Horseshoe, Quezon City",House,"House,single-family-house",166,300,2,3,4,121.043543,14.613141,None,55000000,https://www.lamudi.com.ph/for-sale-newly-built-tropical-inspired-corner-house-and-lot-in-horseshoe-village.html,Quezon City
"Valle Verde 4 Bedroom House and Lot for Sale in Pasig City near BGC, & Makati","Valle Verde 2, Pasig",House,"House,single-family-house",844,500,None,4,4,121.072923,14.582317,None,150000000,https://www.lamudi.com.ph/valle-verde-4-bedroom-house-and-lot-for-sale-in-pasig-city-near-bgc-makati.html,Pasig
Ayala Heights Village 4 Bedroom Captivating House and Lot for Sale Quezon City,"Matandang Balara, Quezon City",House,"House,single-family-house",482,532,4,4,4,121.082236,14.665648,None,95000000,https://www.lamudi.com.ph/ayala-heights-village-4-bedroom-captivating-house-and-lot-for-sale-quezon-city.html,Quezon City
Mandaluyong Commercial Building with Income For Sale - Almost brand new,"Shaw Boulevard, Mandaluyong",Commercial,"Commercial,building",240,613,None,None,None,121.053604,14.581224,None,57000000,https://www.lamudi.com.ph/mandaluyong-commercial-building-with-income-for-sale-almost-brand-new.html,Mandaluyong
RFO 1 Bedroom Unit for Sale at Shore 1 Residences in Pasay City,"MOA, Pasay",Condominium,"Condominium,single-bedroom",None,28,None,1,1,120.982075,14.533709,Shore 1 Residences,4700000,https://www.lamudi.com.ph/rfo-1-bedroom-unit-for-sale-at-shore-1-residences-in-pasay-city.html,Pasay
"Teacher's Village Quezon City 4 Bedrooms, 4 Toilet and Bath Townhouse For Sale","Diliman, Quezon City",House,"House,townhouse",72,172,2,4,4,121.0528,14.6462,None,13600000,https://www.lamudi.com.ph/teachers-village-quezon-city-4-bedrooms-4-toilet-and-bath-townhouse-for-sale.html,Quezon City
"Tandang Sora, Quezon City 3 Storey, 4BR, 4 Toilet and Bath Townhouse For Sale","Tandang Sora, Quezon City",House,"House,townhouse",78.45,185,2,4,4,121.042788,14.6820013,None,11500000,https://www.lamudi.com.ph/tandang-sora-quezon-city-3-storey-4br-4-toilet-and-bath-townhouse-for-sale.html,Quezon City
"Don Antonio Heights Commonwealth, Quezon City 3 Storey Townhouse for sale","Commonwealth, Quezon City",House,"House,townhouse",42,126.95,2,3,3,121.082236,14.696697,None,8500000,https://www.lamudi.com.ph/don-antonio-heights-commonwealth-quezon-city-3-storey-townhouse-for-sale.html,Quezon City
"219 sqm 3BR Condo with 2 Parking Slots for Sale at Salcedo Village, Makati City","Salcedo Village, Makati",Condominium,"Condominium,3-bedroom",None,219,None,3,3,121.0206028,14.5596699,Splendido Gardens,39500000,https://www.lamudi.com.ph/219-sqm-3br-condo-with-2-parking-slots-for-sale-at-salcedo-village-makati-city.html,Makati
"Valle Verde 2-Storey Corner House for Sale in Pasig near Ortigas, Eastwood City","Ugong, Pasig",House,"House,single-family-house",844,500,None,4,4,121.072573,14.582943,None,150000000,https://www.lamudi.com.ph/valle-verde-2-storey-corner-house-for-sale-in-pasig-near-ortigas-eastwood-city.html,Pasig
Park Triangle Residences | One Bedroom 1BR Condo Unit for Sale in BGC-DS882608,"Fort Bonifacio, Taguig",Condominium,"Condominium,single-bedroom",None,60,1,1,1,121.050318,14.540867,Park Triangle Residences,16000000,https://www.lamudi.com.ph/park-triangle-residences-one-bedroom-1br-condo-unit-for-sale-in-bgc-ds882608.html,Taguig
Ayala Heights 4 Bedroom House and Lot for Sale in Quezon City Nr. Evergotesco,"Matandang Balara, Quezon City",House,"House,single-family-house",432,532,4,4,4,121.082236,14.665648,None,95000000,https://www.lamudi.com.ph/ayala-heights-4-bedroom-house-and-lot-for-sale-in-quezon-city-nr-evergotesco.html,Quezon City
AFPOVAI Phase 4 House and Lot for Sale in Taguig City-DS882623,"Western Bicutan, Taguig",House,"House,single-family-house",200,400,3,5,5,121.036376,14.517219,None,39000000,https://www.lamudi.com.ph/afpovai-phase-4-modern-furnished-house-and-lot-for-sale-in-taguig-city-ds882623.html,Taguig
"Commercial/Office Space, Cityland 10 Makati For Sale in Makati","Bel-Air, Makati",Commercial,"Commercial,offices",0,77.33,None,None,None,121.0172272,14.56069493,None,8700000,https://www.lamudi.com.ph/commercial-office-space-cityland-10-makati-for-sale-in-makati.html,Makati
6BR Semi Furnished Townhouse For Sale in Don Antonio Commonwealth Quezon City,"Commonwealth, Quezon City",House,"House,townhouse",122,336,2,6,5,121.082236,14.696697,None,24500000,https://www.lamudi.com.ph/6br-semi-furnished-townhouse-for-sale-in-don-antonio-commonwealth-quezon-city.html,Quezon City
Capitol Homes Subd. Huge House for Sale w/ Big Garden Katipunan ave. Quezon City,"Matandang Balara, Quezon City",House,"House,single-family-house",1120,1100,7,7,8,121.082236,14.665648,None,185000000,https://www.lamudi.com.ph/capitol-homes-subd-huge-house-for-sale-w-big-garden-katipunan-ave-quezon-city.html,Quezon City
San Antonio|Prime Commercial Corner Lot for Sale in Pasig City nr BGC-DS882097,"San Antonio, Pasig",Land,"Land,commercial-lot",1130,None,None,None,None,121.061458,14.582707,None,293800000,https://www.lamudi.com.ph/san-antonio-prime-commercial-corner-lot-for-sale-in-pasig-city-nr-bgc-ds882097.html,Pasig
"Condo 2BR Interior Designed Unit w/ parking for sale in One Legazpi Park, Makati","Legazpi Village, Makati",Condominium,"Condominium,double-bedroom",None,97,2,2,None,121.0175342,14.5549113,One Legazpi Park,25500000,https://www.lamudi.com.ph/condo-2br-interior-designed-unit-w-parking-for-sale-in-one-legazpi-park-makati.html,Makati
